Quantity,Sales,Customer Name,Month-Year,Month,Year,Order ID,Product Category,Order_ID,Customer_ID
0,0,Lucas Turner,01-08-2018,8,01-01-2018,979782-8-2018,Health,979782-8-2018,1636
724,34494,Freddie Richards,01-01-2019,1,01-01-2019,573596-1-2019,Accessories,573596-1-2019,1938
0,0,Sofia Montgomery,01-03-2016,3,01-01-2016,628600-3-2016,Accessories,628600-3-2016,1953
0,0,Jordan Howard,01-09-2017,9,01-01-2017,913223-9-2017,Health,913223-9-2017,1578
0,0,Lucy Riley,01-09-2018,9,01-01-2018,884438-9-2018,Dining,884438-9-2018,1945
0,0,Jared Phillips,01-08-2015,8,01-01-2015,848465-8-2015,Health,848465-8-2015,1797
0,0,Sienna Harper,01-02-2016,2,01-01-2016,677606-2-2016,Dining,677606-2-2016,2037
0,0,Eric Fowler,01-10-2018,10,01-01-2018,746211-10-2018,Books,746211-10-2018,2042
0,0,Vivian Kelley,01-10-2018,10,01-01-2018,220829-10-2018,Apparel,220829-10-2018,2212
0,0,Lily Allen,01-04-2017,4,01-01-2017,514218-4-2017,Accessories,514218-4-2017,1964
0,0,Savana Johnston,01-01-2016,1,01-01-2016,823736-1-2016,Dining,823736-1-2016,2093
0,0,Kevin Campbell,01-02-2018,2,01-01-2018,305625-2-2018,Accessories,305625-2-2018,1716
0,0,Aiden Stevens,01-11-2016,11,01-01-2016,249887-11-2016,Health,249887-11-2016,1577
392,73370,James Payne,01-03-2019,3,01-01-2019,513652-3-2019,Apparel,513652-3-2019,1611
0,0,Fenton Martin,01-05-2017,5,01-01-2017,191918-5-2017,Dining,191918-5-2017,1521
0,0,Max Barnes,01-01-2017,1,01-01-2017,891908-1-2017,Accessories,891908-1-2017,1641
0,0,Sarah Barrett,01-06-2017,6,01-01-2017,511985-6-2017,Accessories,511985-6-2017,1837
0,0,Steven Walker,01-05-2015,5,01-01-2015,767835-5-2015,Travel,767835-5-2015,1694
0,0,Emily Nelson,01-10-2017,10,01-01-2017,529630-10-2017,Health,529630-10-2017,1728
0,0,Stella Russell,01-04-2016,4,01-01-2016,316478-4-2016,Dining,316478-4-2016,2016
671,84479,Alan Richards,01-10-2019,10,01-01-2019,130183-10-2019,Departmental,130183-10-2019,1768
432,79472,Eric Owens,01-05-2019,5,01-01-2019,754028-5-2019,Apparel,754028-5-2019,1512
863,85390,Leonardo Richardson,01-05-2019,5,01-01-2019,518199-5-2019,Dining,518199-5-2019,1664
0,0,Cooper Robert,01-07-2015,7,01-01-2015,144756-7-2015,Accessories,144756-7-2015,2148
0,0,Abigail Ferguson,01-10-2015,10,01-01-2015,120367-10-2015,Dining,120367-10-2015,2100
0,0,Patrick Holmes,01-10-2016,10,01-01-2016,226124-10-2016,Departmental,226124-10-2016,1682
0,0,Alan Bennett,01-04-2016,4,01-01-2016,169820-4-2016,Dining,169820-4-2016,2082
0,0,Carina Barrett,01-09-2018,9,01-01-2018,783881-9-2018,Books,783881-9-2018,1824
0,0,Adele Morris,01-04-2015,4,01-01-2015,152016-4-2015,Health,152016-4-2015,1506
0,0,Deanna Andrews,01-12-2015,12,01-01-2015,498677-12-2015,Departmental,498677-12-2015,1675
0,0,Antony Hunt,01-11-2018,11,01-01-2018,846976-11-2018,Accessories,846976-11-2018,2033
0,0,Lydia Tucker,01-08-2018,8,01-01-2018,381687-8-2018,Accessories,381687-8-2018,1989
0,0,Brianna Spencer,01-12-2018,12,01-01-2018,744428-12-2018,Apparel,744428-12-2018,1957
0,0,Amelia Ellis,01-04-2016,4,01-01-2016,282338-4-2016,Departmental,282338-4-2016,1793
0,0,Kate Stewart,01-09-2016,9,01-01-2016,352061-9-2016,Travel,352061-9-2016,1881
0,0,Ned Turner,01-11-2015,11,01-01-2015,724105-11-2015,Travel,724105-11-2015,1780
0,0,Sabrina Farrell,01-06-2016,6,01-01-2016,995842-6-2016,Books,995842-6-2016,1723
0,0,Alissa Myers,01-06-2018,6,01-01-2018,180425-6-2018,Health,180425-6-2018,1564
0,0,Abigail Armstrong,01-04-2018,4,01-01-2018,249013-4-2018,Dining,249013-4-2018,1623
0,0,Miley Hall,01-11-2016,11,01-01-2016,934761-11-2016,Apparel,934761-11-2016,2178
0,0,Nicole Anderson,01-09-2018,9,01-01-2018,861247-9-2018,Travel,861247-9-2018,1879
0,0,Edith Foster,01-06-2016,6,01-01-2016,718639-6-2016,Accessories,718639-6-2016,1749
284,14748,Oliver Robinson,01-08-2019,8,01-01-2019,326882-8-2019,Books,326882-8-2019,1741
0,0,Miranda Johnston,01-10-2017,10,01-01-2017,613260-10-2017,Dining,613260-10-2017,1991
0,0,Roland Ellis,01-09-2016,9,01-01-2016,147061-9-2016,Departmental,147061-9-2016,1515
0,0,Arthur Armstrong,01-07-2017,7,01-01-2017,247936-7-2017,Departmental,247936-7-2017,1604
0,0,Fiona Hill,01-08-2018,8,01-01-2018,741711-8-2018,Apparel,741711-8-2018,1540
0,0,Mary Foster,01-08-2018,8,01-01-2018,233258-8-2018,Books,233258-8-2018,1788
0,0,Naomi Turner,01-02-2017,2,01-01-2017,827905-2-2017,Apparel,827905-2-2017,2017
929,30431,Cadie Allen,01-05-2019,5,01-01-2019,521900-5-2019,Dining,521900-5-2019,1567
304,25736,Spike Adams,01-02-2019,2,01-01-2019,904405-2-2019,Dining,904405-2-2019,2112
0,0,Joyce Hall,01-11-2018,11,01-01-2018,311561-11-2018,Health,311561-11-2018,1855
0,0,Aston Kelly,01-04-2017,4,01-01-2017,531956-4-2017,Travel,531956-4-2017,1944
0,0,Edith Ross,01-07-2016,7,01-01-2016,252975-7-2016,Departmental,252975-7-2016,1819
698,29150,Edwin Mitchell,01-05-2019,5,01-01-2019,164366-5-2019,Dining,164366-5-2019,1792
674,42625,Blake Myers,01-09-2019,9,01-01-2019,396744-9-2019,Travel,396744-9-2019,1861
0,0,Arthur Cameron,01-09-2016,9,01-01-2016,467319-9-2016,Dining,467319-9-2016,1796
0,0,Ned Hall,01-04-2015,4,01-01-2015,573765-4-2015,Accessories,573765-4-2015,2045
0,0,Alen Edwards,01-08-2018,8,01-01-2018,288740-8-2018,Departmental,288740-8-2018,1759
622,42150,Max Martin,01-01-2019,1,01-01-2019,223266-1-2019,Apparel,223266-1-2019,1877
0,0,Rebecca Holmes,01-07-2016,7,01-01-2016,583610-7-2016,Health,583610-7-2016,1978
0,0,Freddie Cooper,01-06-2015,6,01-01-2015,373456-6-2015,Apparel,373456-6-2015,2077
0,0,Sydney Morgan,01-02-2016,2,01-01-2016,177455-2-2016,Travel,177455-2-2016,1871
0,0,Maddie Edwards,01-12-2016,12,01-01-2016,827836-12-2016,Apparel,827836-12-2016,1795
0,0,Maya Brooks,01-12-2017,12,01-01-2017,374734-12-2017,Dining,374734-12-2017,1913
0,0,Leonardo Bailey,01-04-2016,4,01-01-2016,338829-4-2016,Departmental,338829-4-2016,1721
557,54500,Lenny Clark,01-05-2019,5,01-01-2019,156657-5-2019,Departmental,156657-5-2019,1655
0,0,Kelvin Phillips,01-08-2017,8,01-01-2017,936420-8-2017,Accessories,936420-8-2017,2096
0,0,Sabrina Evans,01-03-2017,3,01-01-2017,115901-3-2017,Apparel,115901-3-2017,1561
986,75019,Adrian Cole,01-02-2019,2,01-01-2019,235396-2-2019,Health,235396-2-2019,2130
0,0,Savana Johnston,01-07-2016,7,01-01-2016,534386-7-2016,Departmental,534386-7-2016,2093
889,89688,April Fowler,01-03-2019,3,01-01-2019,163437-3-2019,Travel,163437-3-2019,2099
0,0,Frederick Morgan,01-06-2017,6,01-01-2017,265084-6-2017,Dining,265084-6-2017,2176
0,0,Oscar Ferguson,01-11-2015,11,01-01-2015,446989-11-2015,Health,446989-11-2015,2056
0,0,Alan Alexander,01-05-2017,5,01-01-2017,303902-5-2017,Dining,303902-5-2017,2116
0,0,Hailey Morrison,01-10-2018,10,01-01-2018,333133-10-2018,Health,333133-10-2018,2012
0,0,Julian Casey,01-12-2017,12,01-01-2017,427144-12-2017,Departmental,427144-12-2017,1860
0,0,Sabrina Phillips,01-05-2015,5,01-01-2015,823315-5-2015,Accessories,823315-5-2015,1543
0,0,Mary Spencer,01-12-2016,12,01-01-2016,546059-12-2016,Health,546059-12-2016,2055
0,0,Adrianna Richardson,01-09-2017,9,01-01-2017,207461-9-2017,Health,207461-9-2017,2090
0,0,Kate Stewart,01-04-2017,4,01-01-2017,540065-4-2017,Travel,540065-4-2017,1881
0,0,Brooke Spencer,01-05-2015,5,01-01-2015,873043-5-2015,Apparel,873043-5-2015,1891
254,24953,Dominik Thomas,01-06-2019,6,01-01-2019,663340-6-2019,Apparel,663340-6-2019,1918
0,0,Abraham Dixon,01-10-2016,10,01-01-2016,627101-10-2016,Accessories,627101-10-2016,1794
0,0,Lydia Tucker,01-10-2018,10,01-01-2018,455324-10-2018,Health,455324-10-2018,1989
0,0,Tess Casey,01-09-2015,9,01-01-2015,514847-9-2015,Accessories,514847-9-2015,1897
0,0,Isabella Warren,01-07-2016,7,01-01-2016,821127-7-2016,Travel,821127-7-2016,2181
938,45719,David Armstrong,01-03-2019,3,01-01-2019,663818-3-2019,Books,663818-3-2019,1833
0,0,Marcus Stevens,01-11-2018,11,01-01-2018,655819-11-2018,Apparel,655819-11-2018,1770
0,0,Lucy Jones,01-10-2018,10,01-01-2018,280686-10-2018,Travel,280686-10-2018,1872
0,0,Blake Myers,01-06-2018,6,01-01-2018,473193-6-2018,Travel,473193-6-2018,1861
0,0,Ashton West,01-04-2016,4,01-01-2016,862992-4-2016,Departmental,862992-4-2016,1526
0,0,Chester Allen,01-05-2015,5,01-01-2015,230930-5-2015,Apparel,230930-5-2015,1637
0,0,Abraham Grant,01-11-2016,11,01-01-2016,419329-11-2016,Travel,419329-11-2016,1732
0,0,Lucy Jones,01-06-2018,6,01-01-2018,916726-6-2018,Health,916726-6-2018,1872
0,0,Freddie Richards,01-12-2017,12,01-01-2017,933949-12-2017,Accessories,933949-12-2017,1938
0,0,Carl Adams,01-11-2016,11,01-01-2016,247296-11-2016,Books,247296-11-2016,1922
0,0,Sofia Adams,01-09-2018,9,01-01-2018,354820-9-2018,Books,354820-9-2018,1934
162,74009,Miller Ted,01-10-2019,10,01-01-2019,960969-10-2019,Departmental,960969-10-2019,1818
0,0,Caroline Edwards,01-01-2016,1,01-01-2016,980824-1-2016,Dining,980824-1-2016,1568
0,0,Nicole Anderson,01-11-2018,11,01-01-2018,315552-11-2018,Books,315552-11-2018,1879
0,0,Arthur Armstrong,01-02-2015,2,01-01-2015,591038-2-2015,Books,591038-2-2015,1604
0,0,Dominik Bennett,01-04-2017,4,01-01-2017,935901-4-2017,Books,935901-4-2017,1500
0,0,Adison Payne,01-07-2016,7,01-01-2016,539923-7-2016,Dining,539923-7-2016,1626
596,76153,Penelope Bailey,01-03-2019,3,01-01-2019,806896-3-2019,Dining,806896-3-2019,1929
0,0,Abraham Taylor,01-03-2017,3,01-01-2017,231162-3-2017,Health,231162-3-2017,1924
886,50660,Leonardo Bailey,01-05-2019,5,01-01-2019,398491-5-2019,Books,398491-5-2019,2066
0,0,Stuart Nelson,01-09-2017,9,01-01-2017,112694-9-2017,Dining,112694-9-2017,2078
974,15921,Anna Armstrong,01-06-2019,6,01-01-2019,806474-6-2019,Apparel,806474-6-2019,1605
0,0,Cooper Robert,01-03-2016,3,01-01-2016,546918-3-2016,Books,546918-3-2016,2113
0,0,Oliver Morris,01-11-2015,11,01-01-2015,456498-11-2015,Dining,456498-11-2015,1802
322,54434,Mason Sam,01-06-2019,6,01-01-2019,382177-6-2019,Departmental,382177-6-2019,2002
0,0,Spike Craig,01-11-2018,11,01-01-2018,236928-11-2018,Health,236928-11-2018,2044
0,0,Alan Thomas,01-12-2015,12,01-01-2015,467900-12-2015,Accessories,467900-12-2015,2103
0,0,Rubie Allen,01-08-2016,8,01-01-2016,290140-8-2016,Apparel,290140-8-2016,1916
0,0,Oscar Ferguson,01-11-2016,11,01-01-2016,719407-11-2016,Dining,719407-11-2016,2056
0,0,Andrew Higgins,01-05-2018,5,01-01-2018,607408-5-2018,Books,607408-5-2018,1958
0,0,Brad Taylor,01-02-2016,2,01-01-2016,402856-2-2016,Accessories,402856-2-2016,2019
0,0,Steven Walker,01-03-2017,3,01-01-2017,199184-3-2017,Travel,199184-3-2017,1694
0,0,Spencer Kelvin,01-08-2015,8,01-01-2015,176245-8-2015,Accessories,176245-8-2015,1710
164,65158,Richard Cunningham,01-07-2019,7,01-01-2019,335711-7-2019,Dining,335711-7-2019,1642
0,0,Lucia Kelley,01-06-2016,6,01-01-2016,195042-6-2016,Books,195042-6-2016,1653
497,75253,Daniel Ferguson,01-12-2019,12,01-01-2019,850980-12-2019,Dining,850980-12-2019,1551
0,0,Paige Murray,01-01-2018,1,01-01-2018,833707-1-2018,Apparel,833707-1-2018,1544
0,0,Arnold Anderson,01-06-2015,6,01-01-2015,403848-6-2015,Travel,403848-6-2015,1559
507,81504,Abraham Grant,01-05-2019,5,01-01-2019,407660-5-2019,Departmental,407660-5-2019,1732
0,0,Arnold Montgomery,01-08-2018,8,01-01-2018,110539-8-2018,Books,110539-8-2018,2023
0,0,Victoria Turner,01-05-2016,5,01-01-2016,376084-5-2016,Departmental,376084-5-2016,2119
0,0,Adam Crawford,01-02-2015,2,01-01-2015,530373-2-2015,Departmental,530373-2-2015,2050
0,0,Sabrina Morgan,01-07-2015,7,01-01-2015,892454-7-2015,Apparel,892454-7-2015,1812
0,0,Arnold Fowler,01-02-2017,2,01-01-2017,279122-2-2017,Dining,279122-2-2017,1827
0,0,Spike Turner,01-03-2017,3,01-01-2017,219596-3-2017,Dining,219596-3-2017,1555
0,0,Adelaide Cooper,01-10-2016,10,01-01-2016,826754-10-2016,Dining,826754-10-2016,1650
0,0,Lydia Richardson,01-02-2018,2,01-01-2018,626876-2-2018,Departmental,626876-2-2018,1579
0,0,John Hawkins,01-11-2017,11,01-01-2017,239478-11-2017,Travel,239478-11-2017,2211
0,0,Chelsea Stevens,01-04-2016,4,01-01-2016,211117-4-2016,Apparel,211117-4-2016,1633
0,0,Chester Howard,01-06-2016,6,01-01-2016,768200-6-2016,Apparel,768200-6-2016,2087
0,0,Rafael Dixon,01-02-2016,2,01-01-2016,558662-2-2016,Dining,558662-2-2016,1659
988,32011,Lana Smith,01-10-2019,10,01-01-2019,705835-10-2019,Dining,705835-10-2019,1707
0,0,Carl Chapman,01-11-2016,11,01-01-2016,900442-11-2016,Apparel,900442-11-2016,2191
413,56993,Spike Craig,01-12-2019,12,01-01-2019,422559-12-2019,Departmental,422559-12-2019,2044
0,0,Barrett Chelsea,01-09-2016,9,01-01-2016,743692-9-2016,Departmental,743692-9-2016,2193
0,0,Eric Owens,01-09-2015,9,01-01-2015,320989-9-2015,Dining,320989-9-2015,1512
0,0,Adam Wilson,01-10-2016,10,01-01-2016,751802-10-2016,Health,751802-10-2016,1976
0,0,Olivia Evans,01-02-2017,2,01-01-2017,863717-2-2017,Travel,863717-2-2017,2073
0,0,Abigail Scott,01-06-2018,6,01-01-2018,661485-6-2018,Dining,661485-6-2018,2206
0,0,Steven Bennett,01-09-2017,9,01-01-2017,370619-9-2017,Travel,370619-9-2017,1689
0,0,Ted Stewart,01-02-2015,2,01-01-2015,324474-2-2015,Dining,324474-2-2015,1942
0,0,Sabrina Ferguson,01-02-2016,2,01-01-2016,870316-2-2016,Books,870316-2-2016,1702
308,103355,Kirsten Chapman,01-03-2019,3,01-01-2019,959651-3-2019,Dining,959651-3-2019,1643
0,0,Sarah Nelson,01-01-2016,1,01-01-2016,446598-1-2016,Travel,446598-1-2016,2142
0,0,Kirsten Chapman,01-04-2018,4,01-01-2018,969469-4-2018,Travel,969469-4-2018,1643
0,0,Mason Sam,01-11-2018,11,01-01-2018,280546-11-2018,Accessories,280546-11-2018,1509
0,0,Stuart Crawford,01-03-2018,3,01-01-2018,914392-3-2018,Dining,914392-3-2018,2195
620,58134,Richard Kelly,01-02-2019,2,01-01-2019,298821-2-2019,Departmental,298821-2-2019,1771
0,0,Abraham Campbell,01-04-2016,4,01-01-2016,828287-4-2016,Departmental,828287-4-2016,1680
973,88838,Alberta Howard,01-10-2019,10,01-01-2019,984853-10-2019,Accessories,984853-10-2019,2067
0,0,Michelle Kelley,01-12-2016,12,01-01-2016,264636-12-2016,Apparel,264636-12-2016,1807
0,0,Henry Scott,01-03-2015,3,01-01-2015,806972-3-2015,Apparel,806972-3-2015,2160
627,61759,Olivia Armstrong,01-11-2019,11,01-01-2019,568761-11-2019,Books,568761-11-2019,2175
0,0,Belinda Barrett,01-11-2015,11,01-01-2015,846034-11-2015,Departmental,846034-11-2015,2204
417,83216,Vanessa Harper,01-09-2019,9,01-01-2019,695926-9-2019,Books,695926-9-2019,1839
0,0,Eric Fowler,01-10-2015,10,01-01-2015,781528-10-2015,Accessories,781528-10-2015,2042
0,0,Adison Miller,01-02-2018,2,01-01-2018,600179-2-2018,Departmental,600179-2-2018,1739
0,0,Amelia Reed,01-06-2015,6,01-01-2015,268718-6-2015,Dining,268718-6-2015,1687
0,0,Chelsea Moore,01-12-2018,12,01-01-2018,315696-12-2018,Accessories,315696-12-2018,2079
0,0,Elise Johnston,01-08-2016,8,01-01-2016,476677-8-2016,Books,476677-8-2016,1608
972,20429,Blake Walker,01-09-2019,9,01-01-2019,905377-9-2019,Apparel,905377-9-2019,1701
899,104808,Kirsten Scott,01-07-2019,7,01-01-2019,867595-7-2019,Books,867595-7-2019,1693
477,57840,Vanessa Mitchell,01-06-2019,6,01-01-2019,297633-6-2019,Health,297633-6-2019,1983
0,0,Samantha Holmes,01-06-2018,6,01-01-2018,593382-6-2018,Health,593382-6-2018,2018
0,0,Heather Hunt,01-09-2017,9,01-01-2017,715343-9-2017,Health,715343-9-2017,1504
0,0,Richard Bailey,01-01-2015,1,01-01-2015,812730-1-2015,Books,812730-1-2015,1618
826,89780,Lucy Jones,01-04-2019,4,01-01-2019,537863-4-2019,Apparel,537863-4-2019,1872
0,0,Nicole Moore,01-07-2015,7,01-01-2015,543922-7-2015,Travel,543922-7-2015,2092
0,0,Marcus Stevens,01-12-2017,12,01-01-2017,320733-12-2017,Travel,320733-12-2017,1770
0,0,Abraham Campbell,01-06-2016,6,01-01-2016,181118-6-2016,Health,181118-6-2016,1680
0,0,Clark Smith,01-06-2018,6,01-01-2018,327306-6-2018,Health,327306-6-2018,2172
0,0,Barrett Chelsea,01-07-2018,7,01-01-2018,149365-7-2018,Dining,149365-7-2018,2193
0,0,Caroline Johnson,01-08-2018,8,01-01-2018,324704-8-2018,Travel,324704-8-2018,1676
0,0,Lydia Roberts,01-07-2015,7,01-01-2015,716652-7-2015,Dining,716652-7-2015,2131
0,0,Steven Walker,01-04-2017,4,01-01-2017,831048-4-2017,Accessories,831048-4-2017,1694
0,0,Henry Scott,01-10-2018,10,01-01-2018,546854-10-2018,Dining,546854-10-2018,2160
453,54922,Annabella Smith,01-04-2019,4,01-01-2019,602506-4-2019,Health,602506-4-2019,2187
0,0,Kelsey Ross,01-05-2018,5,01-01-2018,964701-5-2018,Departmental,964701-5-2018,2208
0,0,Caroline Johnson,01-02-2016,2,01-01-2016,427418-2-2016,Dining,427418-2-2016,1676
0,0,Max Martin,01-12-2016,12,01-01-2016,877833-12-2016,Travel,877833-12-2016,1877
476,103162,Reid Payne,01-01-2019,1,01-01-2019,764326-1-2019,Dining,764326-1-2019,2202
0,0,Maddie Mitchell,01-02-2015,2,01-01-2015,183517-2-2015,Apparel,183517-2-2015,1863
0,0,Annabella Elliott,01-12-2017,12,01-01-2017,720723-12-2017,Departmental,720723-12-2017,1992
0,0,Chester Howard,01-12-2017,12,01-01-2017,943149-12-2017,Accessories,943149-12-2017,2087
934,80282,Rebecca West,01-12-2019,12,01-01-2019,275942-12-2019,Dining,275942-12-2019,1742
916,42471,Walter Turner,01-05-2019,5,01-01-2019,983610-5-2019,Health,983610-5-2019,2105
0,0,Jenna Evans,01-09-2018,9,01-01-2018,590760-9-2018,Health,590760-9-2018,1542
0,0,Stuart Davis,01-01-2015,1,01-01-2015,692403-1-2015,Dining,692403-1-2015,1921
732,65475,Dominik Thomas,01-02-2019,2,01-01-2019,306309-2-2019,Travel,306309-2-2019,1918
643,99189,Eleanor Harrison,01-08-2019,8,01-01-2019,873334-8-2019,Books,873334-8-2019,1654
744,46856,Harold Anderson,01-09-2019,9,01-01-2019,241367-9-2019,Travel,241367-9-2019,1660
349,42537,Lucia Hawkins,01-07-2019,7,01-01-2019,489129-7-2019,Travel,489129-7-2019,1972
0,0,Tess Murray,01-06-2017,6,01-01-2017,628977-6-2017,Departmental,628977-6-2017,1686
0,0,Carina Johnson,01-10-2016,10,01-01-2016,899517-10-2016,Books,899517-10-2016,1717
0,0,Lilianna Allen,01-03-2015,3,01-01-2015,358940-3-2015,Dining,358940-3-2015,1523
0,0,Arthur Cameron,01-04-2018,4,01-01-2018,767478-4-2018,Accessories,767478-4-2018,1796
0,0,Steven Watson,01-01-2016,1,01-01-2016,441759-1-2016,Accessories,441759-1-2016,2068
0,0,Stuart Nelson,01-11-2016,11,01-01-2016,704028-11-2016,Books,704028-11-2016,2078
0,0,Hailey Barrett,01-01-2018,1,01-01-2018,945732-1-2018,Apparel,945732-1-2018,1975
0,0,Henry Phillips,01-02-2016,2,01-01-2016,473419-2-2016,Health,473419-2-2016,1635
0,0,Kate Martin,01-06-2015,6,01-01-2015,807286-6-2015,Departmental,807286-6-2015,1715
0,0,Oliver Stewart,01-09-2017,9,01-01-2017,381009-9-2017,Dining,381009-9-2017,1539
0,0,Lucy Riley,01-02-2018,2,01-01-2018,954883-2-2018,Apparel,954883-2-2018,1945
0,0,Marcus Casey,01-08-2015,8,01-01-2015,958406-8-2015,Departmental,958406-8-2015,1612
0,0,Tess Casey,01-08-2017,8,01-01-2017,779226-8-2017,Accessories,779226-8-2017,1897
0,0,Cooper Robert,01-01-2018,1,01-01-2018,216379-1-2018,Apparel,216379-1-2018,2113
0,0,Leonardo Owens,01-09-2015,9,01-01-2015,737165-9-2015,Departmental,737165-9-2015,1703
0,0,Adrian Cole,01-02-2015,2,01-01-2015,652175-2-2015,Books,652175-2-2015,2130
0,0,Abraham Fowler,01-05-2017,5,01-01-2017,501803-5-2017,Dining,501803-5-2017,1820
0,0,Edwin Harris,01-04-2018,4,01-01-2018,811964-4-2018,Departmental,811964-4-2018,1915
0,0,Oliver Stewart,01-04-2015,4,01-01-2015,744154-4-2015,Travel,744154-4-2015,1539
0,0,Adam Harris,01-07-2018,7,01-01-2018,627999-7-2018,Health,627999-7-2018,1928
0,0,Dexter Ferguson,01-02-2015,2,01-01-2015,272213-2-2015,Health,272213-2-2015,1810
0,0,Rafael Dixon,01-03-2017,3,01-01-2017,543361-3-2017,Health,543361-3-2017,1659
705,76160,Carina Barrett,01-05-2019,5,01-01-2019,723110-5-2019,Apparel,723110-5-2019,1824
0,0,Ryan Mason,01-10-2015,10,01-01-2015,981487-10-2015,Dining,981487-10-2015,2171
0,0,Frederick Brown,01-08-2015,8,01-01-2015,819570-8-2015,Apparel,819570-8-2015,1791
0,0,Gianna Warren,01-04-2018,4,01-01-2018,744656-4-2018,Books,744656-4-2018,1745
0,0,Mary Ryan,01-09-2016,9,01-01-2016,292222-9-2016,Health,292222-9-2016,1967
0,0,Oscar Ferguson,01-09-2018,9,01-01-2018,952091-9-2018,Travel,952091-9-2018,2056
0,0,Jessica Barnes,01-02-2017,2,01-01-2017,115033-2-2017,Books,115033-2-2017,2167
0,0,Fiona Higgins,01-06-2018,6,01-01-2018,830570-6-2018,Accessories,830570-6-2018,2047
0,0,Annabella Douglas,01-12-2016,12,01-01-2016,914344-12-2016,Departmental,914344-12-2016,1800
262,86504,William Elliott,01-01-2019,1,01-01-2019,555141-1-2019,Accessories,555141-1-2019,1892
0,0,Carina Thomas,01-04-2018,4,01-01-2018,397949-4-2018,Dining,397949-4-2018,1835
0,0,Maya Johnston,01-09-2015,9,01-01-2015,802161-9-2015,Books,802161-9-2015,2005
0,0,Connie Ross,01-09-2018,9,01-01-2018,237600-9-2018,Apparel,237600-9-2018,2207
0,0,Charlie Mason,01-03-2017,3,01-01-2017,911899-3-2017,Books,911899-3-2017,2218
0,0,Arianna Holmes,01-03-2018,3,01-01-2018,904395-3-2018,Health,904395-3-2018,2164
0,0,Honey Cunningham,01-12-2015,12,01-01-2015,548928-12-2015,Accessories,548928-12-2015,1870
0,0,Gianna Baker,01-11-2017,11,01-01-2017,436796-11-2017,Books,436796-11-2017,2095
0,0,Evelyn Crawford,01-12-2016,12,01-01-2016,118518-12-2016,Dining,118518-12-2016,1619
0,0,Justin Ryan,01-05-2015,5,01-01-2015,695020-5-2015,Accessories,695020-5-2015,1801
190,105147,Arnold Montgomery,01-06-2019,6,01-01-2019,186003-6-2019,Books,186003-6-2019,2024
945,77775,Alford Edwards,01-06-2019,6,01-01-2019,109765-6-2019,Books,109765-6-2019,1576
0,0,Leonardo Owens,01-07-2017,7,01-01-2017,818097-7-2017,Departmental,818097-7-2017,1703
0,0,Anna Holmes,01-02-2015,2,01-01-2015,804370-2-2015,Accessories,804370-2-2015,1569
673,40504,Nicholas Watson,01-11-2019,11,01-01-2019,734547-11-2019,Departmental,734547-11-2019,2169
0,0,Alexander Thomas,01-09-2015,9,01-01-2015,552407-9-2015,Dining,552407-9-2015,1529
0,0,Eddy Owens,01-06-2018,6,01-01-2018,586852-6-2018,Apparel,586852-6-2018,1719
0,0,Emma Perkins,01-02-2015,2,01-01-2015,699749-2-2015,Departmental,699749-2-2015,1586
631,76593,Edwin Gibson,01-08-2019,8,01-01-2019,302210-8-2019,Books,302210-8-2019,1662
0,0,Alfred Elliott,01-07-2016,7,01-01-2016,228114-7-2016,Apparel,228114-7-2016,2219
0,0,Kirsten Armstrong,01-05-2017,5,01-01-2017,948908-5-2017,Health,948908-5-2017,2203
0,0,Edgar Johnson,01-09-2017,9,01-01-2017,531747-9-2017,Departmental,531747-9-2017,1832
0,0,Carl Adams,01-09-2017,9,01-01-2017,852009-9-2017,Health,852009-9-2017,1922
0,0,Abigail Ferguson,01-10-2017,10,01-01-2017,721602-10-2017,Books,721602-10-2017,2100
0,0,Kevin Tucker,01-08-2015,8,01-01-2015,926522-8-2015,Apparel,926522-8-2015,2185
0,0,Leonardo Owens,01-10-2018,10,01-01-2018,830457-10-2018,Dining,830457-10-2018,1614
225,10851,Paige Murray,01-08-2019,8,01-01-2019,307360-8-2019,Travel,307360-8-2019,1544
0,0,Tyler Turner,01-01-2018,1,01-01-2018,523597-1-2018,Books,523597-1-2018,1557
0,0,Alford Barnes,01-04-2015,4,01-01-2015,451181-4-2015,Accessories,451181-4-2015,2053
253,60317,Kevin Scott,01-12-2019,12,01-01-2019,240973-12-2019,Books,240973-12-2019,1730
0,0,Leonardo Owens,01-05-2017,5,01-01-2017,126256-5-2017,Accessories,126256-5-2017,1828
0,0,Michael Warren,01-04-2016,4,01-01-2016,832862-4-2016,Apparel,832862-4-2016,2062
0,0,Dainton Howard,01-08-2017,8,01-01-2017,312207-8-2017,Dining,312207-8-2017,1822
0,0,Blake Walker,01-12-2018,12,01-01-2018,764920-12-2018,Departmental,764920-12-2018,1701
0,0,April Cunningham,01-07-2017,7,01-01-2017,394046-7-2017,Health,394046-7-2017,1751
0,0,Grace Phillips,01-09-2018,9,01-01-2018,890451-9-2018,Dining,890451-9-2018,1774
0,0,Naomi Holmes,01-05-2016,5,01-01-2016,972492-5-2016,Accessories,972492-5-2016,1547
0,0,Ned Jones,01-01-2017,1,01-01-2017,789805-1-2017,Apparel,789805-1-2017,2190
0,0,Sofia Kelly,01-06-2015,6,01-01-2015,928708-6-2015,Dining,928708-6-2015,1851
